County,Candidate,Party
SIBIU,FILIGEANU IOSIF-VALENTIN,PARTIDUL NAȚIONAL LIBERAL
SIBIU,ȘTEFĂNUȚĂ-PETRESCU IOAN-TRAIAN,PARTIDUL NOUA ROMÂNIE
SIBIU,KRONCSIȘ SEBASTIAN-ANDREI,PARTIDUL OAMENILOR TINERI
SIBIU,KRONCSIȘ-BRUDA ANCA,PARTIDUL OAMENILOR TINERI
SIBIU,SAS LÓRÁNT-ZOLTAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SIBIU,DIȚĂ GEORGIANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SIBIU,CORNEA GEORGE,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SIBIU,LAZAR MARIUS-VICENȚIO,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,PLEȘCA ELENA-CATINCA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,CIOBANU CONSTANTIN-CĂTĂLIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,MACLEAN PETRONELA-MIHAELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,DIACONU CORNELIUS-MIHAIL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,IVAȘCU ANDREI-VALERIU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SIBIU,TRIF BOGDAN-GHEORGHE,PARTIDUL SOCIAL DEMOCRAT
SIBIU,BESCHIU DUMITRU,PARTIDUL SOCIAL DEMOCRAT
SIBIU,BARAC LAURA-IONELA,PARTIDUL SOCIAL DEMOCRAT

SIBIU,ȘERBAN ȘTEFANIA-ROXANA,PARTIDUL SOCIAL DEMOCRAT
SIBIU,BOKOR CORINA,PARTIDUL SOCIAL DEMOCRAT
SIBIU,NOVAC EMILIAN-MARIUS,PARTIDUL SOCIAL DEMOCRAT
SIBIU,POPA CONSTANTIN,PARTIDUL SOCIAL DEMOCRAT
SIBIU,DRAIA COTIZO,PARTIDUL SOCIAL DEMOCRAT
SIBIU,POTRA HORAȚIU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,PINTEA ȘTEFAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,CREȚU GHEORGHE-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,TOMOȘ ANDREA-IOANA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,ZANFIR NOEMI ANDREEA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,HAUPTMAN MANFRED-IOAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,URBAN LUCIAN-IOAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,BARDOCZI TIBOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SIBIU,OPRESCU MIHAI-DANIEL,PARTIDUL SOCIAL DEMOCRAT UNIT
SIBIU,UNGUREANU IOAN-ALEXANDRU,PARTIDUL SOCIAL DEMOCRAT UNIT
SIBIU,NEACȘU ELENA-MĂDĂLINA,PARTIDUL SOCIAL DEMOCRAT UNIT
SIBIU,ION NICOLAE-MIREL,PARTIDUL S.O.S. ROMÂNIA
SIBIU,BABEȘ CAMELIA-MANUELA,PARTIDUL S.O.S. ROMÂNIA
SIBIU,DRAGOE SILVIU-FLORIN,PARTIDUL S.O.S. ROMÂNIA
SIBIU,BĂILĂ VICTORIA,PARTIDUL S.O.S. ROMÂNIA
SIBIU,MIHEȚ CLAUDIU,PARTIDUL S.O.S. ROMÂNIA
SIBIU,CHERCIU VALENTINA,PARTIDUL S.O.S. ROMÂNIA
SIBIU,MIJA MARIUS-DAN,PARTIDUL S.O.S. ROMÂNIA
SIBIU,SUCIU FLORIN-MARCEL,PARTIDUL S.O.S. ROMÂNIA
SIBIU,STOICA ADRIAN-EUGEN,PATRIOȚII POPORULUI ROMÂN
SIBIU,RADU IOANA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
SIBIU,TURC ANTONIO-IOAN,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
SIBIU,PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA
SIBIU,TERZIAN SIRUN,UNIUNEA ARMENILOR DIN ROMÂNIA
SIBIU,BOGDAN-CĂUȘ-NICOLAIDES NARINE,UNIUNEA ARMENILOR DIN ROMÂNIA
SIBIU,PAPAZIAN PETRU,UNIUNEA ARMENILOR DIN ROMÂNIA
SIBIU,NACOV GHEORGHE,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SIBIU,TOPCIOV PETRU,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA

SIBIU,COSILCOV ADRIAN-SORIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SIBIU,IVANCIOV ANA-CAROLINA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SIBIU,PIȚ DANIEL-MARIUS,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SIBIU,SEHABI PETRONELA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SIBIU,GHERA GIURECI-SLOBODAN,UNIUNEA CROAȚILOR DIN ROMÂNIA
SIBIU,FIRCZAK IULIUS -MARIAN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SIBIU,GAL FRANCISC-OSCAR,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SIBIU,MUREȘAN MARIANA-SVETLANA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SIBIU,BOJCSUK SVETLANA-CARMEN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SIBIU,BODNARIUC GABRIELA-CRISTINA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SIBIU,BOCICOR MARIA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SIBIU,AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SIBIU,OMER METIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SIBIU,ZIADIN ELA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SIBIU,ARSLAN OZGÜN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SIBIU,VELULA ADEL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SIBIU,BENEDEK ZACHARIE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BALAZS BOTOND,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BADI BLANKA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BALOG IOSIF-ATILLA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BORDI MAGDALENA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BEKE-SZIKSZAY TIBOR-LASZLO,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BAJKA LÓRÁND,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,BÁNDI ISTVÁN-JENŐ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SIBIU,IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA
SIBIU,MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
SIBIU,JUCAN IOANA-CRISTINA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
SIBIU,ZISOPOL DRAGOȘ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA
SIBIU,LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA
SIBIU,LONGHER VICTORIA,UNIUNEA POLONEZILOR DIN ROMÂNIA
SIBIU,IRIȘEC IOSEF,UNIUNEA POLONEZILOR DIN ROMÂNIA
SIBIU,ZIELONKA ANA,UNIUNEA POLONEZILOR DIN ROMÂNIA
SIBIU,ECHERT ADRIAN,UNIUNEA SALVAȚI ROMÂNIA

SIBIU,ZGRIPCEA CLAUDIU-GHEORGHE,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,PIRCU ANDREEA-ROXANA,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,DRAGOTĂ IOAN,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,HORȘIA NUȚU-CIPRIAN,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,COSTEIU CRISTIAN-CONSTANTIN-SANTI,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,CIOROGARIU RĂZVAN-PETRU,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,GROSS NICOLAE-IOAN,UNIUNEA SALVAȚI ROMÂNIA
SIBIU,CRÎSTICI OGNEAN,UNIUNEA SÂRBILOR DIN ROMÂNIA
SIBIU,PETREȚCHI NICOLAE-MIROSLAV,UNIUNEA UCRAINENILOR DIN ROMÂNIA
SIBIU,HORVAT IRINA-LIUBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
SIBIU,SAUCIUC ILIE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
SIBIU,SZABO-CONDREI MARIA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
SIBIU,PASENCIUC VASILE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
SIBIU,GHERMAN LUCICA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
SUCEAVA,FORIS TIBERIU,ALIANȚA NAȚIONAL CREȘTINĂ
SUCEAVA,BOROIANU OANA-CONSTANTINA,ALIANȚA NAȚIONAL CREȘTINĂ
SUCEAVA,NEGREA PETRU-GABRIEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,PUȘCAȘU LUCIAN-FLORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,GROSU VERONICA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,PRELIPCEAN DANIEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,MIRON NECULAI,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,HRIȚCAN CONSTANTIN-CRISTINEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,BRĂTEANU ALEXANDRA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,BLANĂ CĂTĂLINA-ELENA,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,POPOVICI FABIAN-ALEXANDRU,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,CIOBANU FLORIN-DAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,LUCHIAN DOREL,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,CUCORADĂ ȘTEFAN-FLORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,BOGHIAN MARIUS-MIHAI,ALIANȚA PENTRU UNIREA ROMÂNILOR
SUCEAVA,JURGIU IONEL-MARIAN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SUCEAVA,ADAM IULIANA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
SUCEAVA,GROSARU IOANA,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.
SUCEAVA,STOICA BOGDAN-ALIN,"ASOCIAȚIA ""LIGA ALBANEZILOR DIN ROMÂNIA"""

SUCEAVA,STANCU IONEL,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
SUCEAVA,CODREANU CRISTINA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
SUCEAVA,PĂUN NICOLAE,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
SUCEAVA,PARASCHIV IULIAN-COSTEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
SUCEAVA,PARASCHIV BOGDAN-FLORIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
SUCEAVA,GOTU VIORICA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
SUCEAVA,PĂUN IONUȚ-CONSTANTIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
SUCEAVA,VASILE DANIEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
SUCEAVA,BODNAR DANIEL,CANDIDAT INDEPENDENT
SUCEAVA,NEȘCULESCU ANDREI-IONUȚ,CANDIDAT INDEPENDENT
SUCEAVA,FEODOR SILVIU,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
SUCEAVA,ARTION NICOLAE,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
SUCEAVA,CRĂCIUN SVETLANA-FLORENTINA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
SUCEAVA,URSU GIANINA-CARMEN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SUCEAVA,LAURIC VASILE,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
SUCEAVA,VEXLER SILVIU,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA
SUCEAVA,MACOVEICIUC PĂSTOREL-IULIAN,FORȚA DREPTEI
SUCEAVA,POPOVICI CRISTINEL-NECULAI,FORȚA DREPTEI
SUCEAVA,BRAȘCANU PAUL,FORȚA DREPTEI
SUCEAVA,DRĂGUȘANU OCTAV-ANTON,FORȚA DREPTEI
SUCEAVA,MALANCIUC ADRIANA-FLORENTINA,FORȚA DREPTEI
SUCEAVA,HANȚCO CEZAR-IONUȚ,FORȚA DREPTEI
SUCEAVA,BOUDA ȘTEFAN,FORUMUL CEHILOR DIN ROMÂNIA
SUCEAVA,MOȚEC ȘTEFAN,FORUMUL CEHILOR DIN ROMÂNIA
SUCEAVA,PERVULESCU ASTRID-MARICHEN,FORUMUL CEHILOR DIN ROMÂNIA
SUCEAVA,GANȚ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
SUCEAVA,ȘINDILARIU THOMAS,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
SUCEAVA,ROST ANDREA-BETTINA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
SUCEAVA,MANTA-KLEMENS CHRISTINE,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
SUCEAVA,OLAREAN DĂNUȚ,PARTIDUL ECOLOGIST ROMÂN
SUCEAVA,BUTNARIU IONEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,NAȘCU VASILE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,UNGUREAN IOAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN

SUCEAVA,IRIMIA RUBEN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,IRIMIA MARIUS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,POTOP IOAN-BENIAMIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,CRIHAN DANIEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,BENEA ROMICĂ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,ARGINT PETRU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,CRIHAN CRISTINA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,POTOP ALEXANDRA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,DĂNILĂ MARINICA-LĂCRĂMIOARA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,ARGINT ZÂNICA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
SUCEAVA,BALAN IOAN,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,FĂDOR ANGELICA,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,GHEORGHIU BOGDAN,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,CADARIU CONSTANTIN-DANIEL,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,MITREA-MUNTEAN ROZMENI-DANIELA,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,BARBĂ NICULAI,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,BREABĂN RAMONA-CRISTINA,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,SCHIPOR ADRIAN-ARCADIE,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,HAIURA VIOREL,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,ZĂHĂRESCU MARIAN-ALEXANDRU,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,MORARU MIHAI-LIVIU,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,CIORNEI CEZAR-GABRIEL,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,SALUP-RUSU ALEXANDRU-MARIAN,PARTIDUL NAȚIONAL LIBERAL
SUCEAVA,VELNICIUC OVIDIU-ANDREI,PARTIDUL NOUA ROMÂNIE
SUCEAVA,RĂDUCEA GHEORGHE-VALENTIN,PARTIDUL OAMENILOR TINERI
SUCEAVA,DUMITRACHE ROXANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SUCEAVA,CÎMPAN ȘTEFAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
SUCEAVA,SÂRGHE TEODOR-SEBASTIAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,MALOȘ ION-NICOLAE,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,GIREADĂ DĂNUȚ-COSTEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,ZAHARIA ANTONIE,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,COSMACIUC MARIA-ALINA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,PETRENCIUC NELU-RĂZVAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE

SUCEAVA,OLARU ANDREEA-DIANA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,GAVRIL IONUȚ,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,HUȚANU CEZAR,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,ARMEANCA ȘTEFAN-ANDREI,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,STRUȚUC MARIUS-GABRIEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,SÂRGHE ALEXANDRU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,DĂNILĂ ALINA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
SUCEAVA,BEJINARIU EUGEN,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,ADOMNICĂI MIRELA-ELENA,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,IONAȘCU DUMITRU-DANIEL,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,BLANARI LARISA,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,FEDIUC ILIE-CĂTĂLIN,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,OLARU FLORIN-COSTICĂ,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,MATEI GABRIEL,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,DUPRII GELU-VIOREL,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,ANDRONACHI TRAIAN,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,SIMEREA STELIAN,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,IVAN CAMELIA-GEORGIANA,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,COST OCTAVIAN-ALEXANDRU,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,GHELIUC LĂCRĂMIOARA,PARTIDUL SOCIAL DEMOCRAT
SUCEAVA,SAVA PAULA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,LEONTE CONSTANTIN-LUCIAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,ȚUȚUIANU OTILIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,SAVA VASILE,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,BĂLAN LILIANA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,ȘMADICI VIORICA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,FILOTE PETRU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,LEONTE AURICA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,RÎPANU DANIELA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,BALAN CONSTANTIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,FILOTE LILIANA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,MOLDOVAN BOGDAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
SUCEAVA,STRUGARIU NICANOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT

SUCEAVA,RĂZBOI GEANINA-ANAMARIA,PARTIDUL SOCIAL DEMOCRAT UNIT
SUCEAVA,CATRIN ANA-MARIA,PARTIDUL SOCIAL DEMOCRAT UNIT
SUCEAVA,BĂIȘANU ȘTEFAN-ALEXANDRU,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,LĂZĂROI IOAN,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,TOMESCU IOAN-GELU,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,ZANCU MARIANA,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,POPESCU IULIAN-IONEL,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,PÎNZARU VASILE,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,COTOC COCUȚA,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,CREȚU IULIANA-ELENA,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,CUȘNIR IULIAN-MARIUS,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,HODOROABĂ ELENA-NELICA,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,PITUC GHEORGHE,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,GROSARIU CORINA,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,CHIDOVEȚ COSMIN-MIHAI,PARTIDUL S.O.S. ROMÂNIA
SUCEAVA,BUSINI MANUELA-DANA,PATRIOȚII POPORULUI ROMÂN
SUCEAVA,FLUTUR GABRIEL-DUMITRU,ROMÂNIA SOCIALISTĂ
SUCEAVA,URSULEANU DAN,ROMÂNIA SOCIALISTĂ
SUCEAVA,CREȚU LILIANA,ROMÂNIA SOCIALISTĂ
SUCEAVA,OSTAFI DANIELA,ROMÂNIA SOCIALISTĂ
SUCEAVA,POPOVICI LUCICA-MARIA,ROMÂNIA SOCIALISTĂ
SUCEAVA,GAȘPAR GHEORGHE,ROMÂNIA SOCIALISTĂ
SUCEAVA,AXENTE ALINA-ELENA,ROMÂNIA SOCIALISTĂ
SUCEAVA,SAVIN VIORICA-LIDIA,ROMÂNIA SOCIALISTĂ
SUCEAVA,BEJENARU VASILE,ROMÂNIA SOCIALISTĂ
SUCEAVA,SAVIN MARCUS,ROMÂNIA SOCIALISTĂ
SUCEAVA,HUBCA VIOLETA-NICOLETA,ROMÂNIA SOCIALISTĂ
SUCEAVA,JACOTĂ DOINA,ROMÂNIA SOCIALISTĂ
SUCEAVA,BULIGA CONSTANTIN,ROMÂNIA SOCIALISTĂ
SUCEAVA,PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA
SUCEAVA,TERZIAN SIRUN,UNIUNEA ARMENILOR DIN ROMÂNIA
SUCEAVA,BOGDAN-CĂUȘ-NICOLAIDES NARINE,UNIUNEA ARMENILOR DIN ROMÂNIA
SUCEAVA,PAPAZIAN PETRU,UNIUNEA ARMENILOR DIN ROMÂNIA

SUCEAVA,NACOV GHEORGHE,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SUCEAVA,TOPCIOV PETRU,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SUCEAVA,COSILCOV ADRIAN-SORIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SUCEAVA,IVANCIOV ANA-CAROLINA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SUCEAVA,PIȚ DANIEL-MARIUS,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SUCEAVA,SEHABI PETRONELA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
SUCEAVA,GHERA GIURECI-SLOBODAN,UNIUNEA CROAȚILOR DIN ROMÂNIA
SUCEAVA,FIRCZAK IULIUS -MARIAN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SUCEAVA,GAL FRANCISC-OSCAR,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SUCEAVA,MUREȘAN MARIANA-SVETLANA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SUCEAVA,BOJCSUK SVETLANA-CARMEN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SUCEAVA,BODNARIUC GABRIELA-CRISTINA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SUCEAVA,BOCICOR MARIA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
SUCEAVA,AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SUCEAVA,OMER METIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SUCEAVA,ZIADIN ELA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SUCEAVA,ARSLAN OZGÜN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SUCEAVA,VELULA ADEL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
SUCEAVA,FEHER GABOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SUCEAVA,RANCZ JUDIT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SUCEAVA,ALBERT ALFONZ-PÁL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SUCEAVA,ȘUTA KRISZTINA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SUCEAVA,SZABÓ ATTILA-LEVENTE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SUCEAVA,BONDÁR ZSOLT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
SUCEAVA,ANTAL LEVENTE-MIHÁLY,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
